image,label,area,aspect_ratio,avg_intensity,carb,crop_path
1787FishwetfryBrownUgalihalfCupSpinach.JPG,brown ugali,847085,1.076662908680947,137.83814178427588,1.9,/home/aojwang/data/MergeDataset/cropped_images/1787FishwetfryBrownUgalihalfCupSpinach/brown ugali_0.jpg
1787FishwetfryBrownUgalihalfCupSpinach.JPG,spinach cooked,1572564,1.1727115716753023,96.80378159489852,1.1,/home/aojwang/data/MergeDataset/cropped_images/1787FishwetfryBrownUgalihalfCupSpinach/spinach cooked_1.jpg
1787FishwetfryBrownUgalihalfCupSpinach.JPG,fish fry,2445467,0.8993329290479078,123.6540055539494,55.34,/home/aojwang/data/MergeDataset/cropped_images/1787FishwetfryBrownUgalihalfCupSpinach/fish fry_2.jpg
2ThornMelon.jpg,thorn melon,654360,0.9273809523809524,142.80106057827496,10.0,/home/aojwang/data/MergeDataset/cropped_images/2ThornMelon/thorn melon_0.jpg
1176MincedMeatCabbageWhiteRice.JPG,green cabbage cooked,1700721,0.9290465631929047,158.0361960211777,2.4,/home/aojwang/data/MergeDataset/cropped_images/1176MincedMeatCabbageWhiteRice/green cabbage cooked_0.jpg
1176MincedMeatCabbageWhiteRice.JPG,mincemeat,2136240,1.8314814814814815,117.32735320001498,83.1,/home/aojwang/data/MergeDataset/cropped_images/1176MincedMeatCabbageWhiteRice/mincemeat_1.jpg
1176MincedMeatCabbageWhiteRice.JPG,white rice boiled,2766764,1.4486251808972503,183.8973130101929,7.8,/home/aojwang/data/MergeDataset/cropped_images/1176MincedMeatCabbageWhiteRice/white rice boiled_2.jpg
528Greengrams.jpg,ndengu,7627312,1.306705298013245,151.00166489408937,14.8,/home/aojwang/data/MergeDataset/cropped_images/528Greengrams/ndengu_0.jpg
750WhiteRice1cupButterBeansthirdcup.jpg,white rice boiled,1581378,1.147359454855196,146.57080638953283,4.8,/home/aojwang/data/MergeDataset/cropped_images/750WhiteRice1cupButterBeansthirdcup/white rice boiled_0.jpg
750WhiteRice1cupButterBeansthirdcup.jpg,butternut beans,3001440,1.9270833333333333,116.81457011745474,3.927,/home/aojwang/data/MergeDataset/cropped_images/750WhiteRice1cupButterBeansthirdcup/butternut beans_1.jpg
1634WholeFishKachumbarihalfCupWhiteUgali1Cup.JPG,kachumbari,1899971,1.233682514101531,95.95470650166064,1.43,/home/aojwang/data/MergeDataset/cropped_images/1634WholeFishKachumbarihalfCupWhiteUgali1Cup/kachumbari_0.jpg
1634WholeFishKachumbarihalfCupWhiteUgali1Cup.JPG,white ugali,1415700,1.0341880341880343,162.91306562124743,9.14,/home/aojwang/data/MergeDataset/cropped_images/1634WholeFishKachumbarihalfCupWhiteUgali1Cup/white ugali_1.jpg
986MashedBananaquotercup.jpg,boiled mashed banana,941104,1.1670378619153674,135.07953849946446,0.88,/home/aojwang/data/MergeDataset/cropped_images/986MashedBananaquotercup/boiled mashed banana_0.jpg
825WhiteChapati3EggyolkBeans.jpg,white chapati,2776850,1.4046941678520626,114.12251159887403,33.54,/home/aojwang/data/MergeDataset/cropped_images/825WhiteChapati3EggyolkBeans/white chapati_0.jpg
160MangoPawpaw.jpg,mango,1199814,0.9685534591194969,141.51241164602735,0.82,/home/aojwang/data/MergeDataset/cropped_images/160MangoPawpaw/mango_0.jpg
160MangoPawpaw.jpg,pawpaw,1769961,1.0619674670797832,117.07921718802467,0.470898,/home/aojwang/data/MergeDataset/cropped_images/160MangoPawpaw/pawpaw_1.jpg
285Lettucehalfcup.jpg,lettuce,1935232,1.4307824591573517,181.99765247784245,0.6,/home/aojwang/data/MergeDataset/cropped_images/285Lettucehalfcup/lettuce_0.jpg
744WhiteRicequotercupButterBeanshalfcup.jpg,white rice boiled,643664,1.0471938775510203,128.3696162387001,1.2,/home/aojwang/data/MergeDataset/cropped_images/744WhiteRicequotercupButterBeanshalfcup/white rice boiled_0.jpg
744WhiteRicequotercupButterBeanshalfcup.jpg,butternut beans,3728600,1.7783149171270718,111.20331151996281,6.006,/home/aojwang/data/MergeDataset/cropped_images/744WhiteRicequotercupButterBeanshalfcup/butternut beans_1.jpg
572WhiteRicethirdcup.jpg,white rice boiled,2036685,1.5644171779141105,165.04108719152282,1.368,/home/aojwang/data/MergeDataset/cropped_images/572WhiteRicethirdcup/white rice boiled_0.jpg
484RedCabbage.jpg,red cabbage,2359980,1.4865079365079366,116.4411180038249,0.65,/home/aojwang/data/MergeDataset/cropped_images/484RedCabbage/red cabbage_0.jpg
1188MincedMeatCabbageBrownRice.JPG,brown rice boiled,2621860,1.082904884318766,149.05745247012933,20.0,/home/aojwang/data/MergeDataset/cropped_images/1188MincedMeatCabbageBrownRice/brown rice boiled_0.jpg
1188MincedMeatCabbageBrownRice.JPG,green cabbage cooked,2461680,1.7982905982905983,146.55071143825896,1.8,/home/aojwang/data/MergeDataset/cropped_images/1188MincedMeatCabbageBrownRice/green cabbage cooked_1.jpg
1188MincedMeatCabbageBrownRice.JPG,mincemeat,2435004,0.9841068022886205,108.46039842234346,69.25,/home/aojwang/data/MergeDataset/cropped_images/1188MincedMeatCabbageBrownRice/mincemeat_2.jpg
794BrownRiceEggyolkBeans.jpg,brown rice boiled,1796828,1.5782567947516402,134.55023686184765,8.0,/home/aojwang/data/MergeDataset/cropped_images/794BrownRiceEggyolkBeans/brown rice boiled_0.jpg
54Apple.jpg,apple,3870328,1.3266978922716628,144.56137145654495,0.3,/home/aojwang/data/MergeDataset/cropped_images/54Apple/apple_0.jpg
1EggScrambled.jpg,scrambled eggs,1119690,1.4793103448275862,190.96717454533547,1.0,/home/aojwang/data/MergeDataset/cropped_images/1EggScrambled/scrambled eggs_0.jpg
1732GitheriChips.JPG,potato chips,1349403,1.0511915269196823,139.12424704356914,2.4,/home/aojwang/data/MergeDataset/cropped_images/1732GitheriChips/potato chips_0.jpg
1732GitheriChips.JPG,githeri,961632,1.3372641509433962,97.13902442237085,3.35,/home/aojwang/data/MergeDataset/cropped_images/1732GitheriChips/githeri_1.jpg
1776BrownChapatiWhiteUgalihalfCupSpinach.JPG,white ugali,821688,1.0707762557077625,170.01925426682635,5.54,/home/aojwang/data/MergeDataset/cropped_images/1776BrownChapatiWhiteUgalihalfCupSpinach/white ugali_0.jpg
1776BrownChapatiWhiteUgalihalfCupSpinach.JPG,spinach cooked,1559691,1.0885547201336676,70.25756960833908,1.1,/home/aojwang/data/MergeDataset/cropped_images/1776BrownChapatiWhiteUgalihalfCupSpinach/spinach cooked_1.jpg
1535Njahi1Cup.JPG,black beans,4257728,1.2123799359658485,117.66525762096592,19.19,/home/aojwang/data/MergeDataset/cropped_images/1535Njahi1Cup/black beans_0.jpg
230Cucumber.jpg,cucumber,5139700,1.2900801603206413,181.86059212275683,2.7,/home/aojwang/data/MergeDataset/cropped_images/230Cucumber/cucumber_0.jpg
1248MincedMeatRoscocoBeansCabbage.JPG,green cabbage cooked,1819896,1.206840390879479,152.59972694410376,1.8,/home/aojwang/data/MergeDataset/cropped_images/1248MincedMeatRoscocoBeansCabbage/green cabbage cooked_0.jpg
1248MincedMeatRoscocoBeansCabbage.JPG,rosecoco,1962000,1.5502222222222222,89.76976792388719,8.67,/home/aojwang/data/MergeDataset/cropped_images/1248MincedMeatRoscocoBeansCabbage/rosecoco_1.jpg
154BananaMango.jpg,ripe banana,1158720,2.2985915492957747,176.01526914756514,0.7,/home/aojwang/data/MergeDataset/cropped_images/154BananaMango/ripe banana_0.jpg
154BananaMango.jpg,mango,867100,2.5775862068965516,143.26213547072618,0.41,/home/aojwang/data/MergeDataset/cropped_images/154BananaMango/mango_1.jpg
97Watermelonsliced.jpg,water melon,4298226,1.4751025190392502,123.58703303797117,0.6,/home/aojwang/data/MergeDataset/cropped_images/97Watermelonsliced/water melon_0.jpg
1148MincedMeatBrownChapati2andhalfKales.JPG,sukumawiki,2008672,1.1669207317073171,69.77464779383261,3.0,/home/aojwang/data/MergeDataset/cropped_images/1148MincedMeatBrownChapati2andhalfKales/sukumawiki_0.jpg
914SweetPotatoroundcut.jpg,sweet potato,8164548,1.271507498026835,151.84101140687764,8.64,/home/aojwang/data/MergeDataset/cropped_images/914SweetPotatoroundcut/sweet potato_0.jpg
711WhiteRice1cupPigeonpeahalfcup.jpg,white rice boiled,2255812,1.5106382978723405,163.61517375265905,4.32,/home/aojwang/data/MergeDataset/cropped_images/711WhiteRice1cupPigeonpeahalfcup/white rice boiled_0.jpg
711WhiteRice1cupPigeonpeahalfcup.jpg,mbaazi,2717484,1.8530140379851363,106.82783977139638,6.84,/home/aojwang/data/MergeDataset/cropped_images/711WhiteRice1cupPigeonpeahalfcup/mbaazi_1.jpg
2Sukumawiki.jpg,sukumawiki,2209080,1.4601626016260163,130.23421258321716,4.0,/home/aojwang/data/MergeDataset/cropped_images/2Sukumawiki/sukumawiki_0.jpg
1303BeefSamosa.JPG,samosa,7514913,1.314512756168967,146.85283759550288,47.474,/home/aojwang/data/MergeDataset/cropped_images/1303BeefSamosa/samosa_0.jpg
1PastaChickenCarrot.jpg,carrot,346788,0.7037037037037037,135.77257671353487,7.0,/home/aojwang/data/MergeDataset/cropped_images/1PastaChickenCarrot/carrot_0.jpg
1PastaChickenCarrot.jpg,chicken,713216,1.1256281407035176,125.17924256700168,0.0,/home/aojwang/data/MergeDataset/cropped_images/1PastaChickenCarrot/chicken_1.jpg
1PastaChickenCarrot.jpg,carrot,881554,0.6517626827171109,137.09795656306932,7.0,/home/aojwang/data/MergeDataset/cropped_images/1PastaChickenCarrot/carrot_2.jpg
1PastaChickenCarrot.jpg,pasta,679650,0.700507614213198,167.35720493391207,23.0,/home/aojwang/data/MergeDataset/cropped_images/1PastaChickenCarrot/pasta_3.jpg
1515FriedGitheriWhiteRice.JPG,githeri,4101870,1.1692471970101441,123.22990140269357,20.7,/home/aojwang/data/MergeDataset/cropped_images/1515FriedGitheriWhiteRice/githeri_0.jpg
1515FriedGitheriWhiteRice.JPG,white rice boiled,6142776,1.3577809120827458,154.0565513594071,6.0,/home/aojwang/data/MergeDataset/cropped_images/1515FriedGitheriWhiteRice/white rice boiled_1.jpg
3Hazelnut.jpg,hazelnut,2591063,1.3947175348495964,168.53381874543382,26.0,/home/aojwang/data/MergeDataset/cropped_images/3Hazelnut/hazelnut_0.jpg
1446Githeri.JPG,githeri,5808522,1.4608826479438315,82.69096831632326,26.8,/home/aojwang/data/MergeDataset/cropped_images/1446Githeri/githeri_0.jpg
3SconesHam.jpg,hamburger,2653078,1.3194640338504937,165.78982789047288,87.0,/home/aojwang/data/MergeDataset/cropped_images/3SconesHam/hamburger_0.jpg
148ApplePineapple.jpg,apple,3436986,2.2389023405972557,130.06812800517662,0.75,/home/aojwang/data/MergeDataset/cropped_images/148ApplePineapple/apple_0.jpg
148ApplePineapple.jpg,pineapple,1872453,3.2503293807641636,152.2501275065382,1.20043,/home/aojwang/data/MergeDataset/cropped_images/148ApplePineapple/pineapple_1.jpg
759BrownRiceCowpeas.jpg,cowpeas,1297663,1.834720570749108,107.4272616747697,4.75,/home/aojwang/data/MergeDataset/cropped_images/759BrownRiceCowpeas/cowpeas_1.jpg
1231MincedMeatPegionpeasSpinach.JPG,mbaazi,2917500,1.8672,93.27302896315338,17.1,/home/aojwang/data/MergeDataset/cropped_images/1231MincedMeatPegionpeasSpinach/mbaazi_0.jpg
1231MincedMeatPegionpeasSpinach.JPG,mincemeat,1532019,1.0412201154163232,114.55142875730218,83.1,/home/aojwang/data/MergeDataset/cropped_images/1231MincedMeatPegionpeasSpinach/mincemeat_1.jpg
1601BrownUgalithirdCupCabbage.JPG,brown ugali,847016,1.0790067720090293,100.06411291719007,1.07,/home/aojwang/data/MergeDataset/cropped_images/1601BrownUgalithirdCupCabbage/brown ugali_0.jpg
1601BrownUgalithirdCupCabbage.JPG,green cabbage cooked,1599972,1.1628303495311167,150.43654534787692,0.5,/home/aojwang/data/MergeDataset/cropped_images/1601BrownUgalithirdCupCabbage/green cabbage cooked_1.jpg
1500FriedGitheriBeefstewCabbage.JPG,green cabbage cooked,2271166,1.7506584723441616,124.89626723307177,1.65,/home/aojwang/data/MergeDataset/cropped_images/1500FriedGitheriBeefstewCabbage/green cabbage cooked_0.jpg
1500FriedGitheriBeefstewCabbage.JPG,githeri,2809590,1.1340533672172808,100.04234117196222,13.8,/home/aojwang/data/MergeDataset/cropped_images/1500FriedGitheriBeefstewCabbage/githeri_1.jpg
1500FriedGitheriBeefstewCabbage.JPG,beef stew,3297852,1.0022050716648292,93.99588954669079,26.55,/home/aojwang/data/MergeDataset/cropped_images/1500FriedGitheriBeefstewCabbage/beef stew_2.jpg
1RiceSoyaBeans.jpg,soya beans,582464,1.575657894736842,169.99291401128082,4.0,/home/aojwang/data/MergeDataset/cropped_images/1RiceSoyaBeans/soya beans_0.jpg
1RiceSoyaBeans.jpg,white rice boiled,1147776,1.5737704918032787,196.5937256049961,42.0,/home/aojwang/data/MergeDataset/cropped_images/1RiceSoyaBeans/white rice boiled_1.jpg
47Apple.jpg,apple,3673488,1.7328296703296704,99.16165009023213,0.6,/home/aojwang/data/MergeDataset/cropped_images/47Apple/apple_0.jpg
3RiceSoyaBeans.jpg,soya beans,1048287,1.0337636544190665,159.5623157907456,14.0,/home/aojwang/data/MergeDataset/cropped_images/3RiceSoyaBeans/soya beans_0.jpg
3RiceSoyaBeans.jpg,white rice boiled,1202319,0.7147262914417888,208.24771878345098,127.0,/home/aojwang/data/MergeDataset/cropped_images/3RiceSoyaBeans/white rice boiled_1.jpg
1100Mincedbeefthirdcup.jpg,mincemeat,1479524,1.1545936395759717,99.3818800280811,28.54,/home/aojwang/data/MergeDataset/cropped_images/1100Mincedbeefthirdcup/mincemeat_0.jpg
2HotdogSalad.jpg,hotdog,1389190,2.1544209215442094,172.22397968120512,26.0,/home/aojwang/data/MergeDataset/cropped_images/2HotdogSalad/hotdog_0.jpg
981MashedArrowRoot.jpg,arrowroots,2516811,1.2154273801250868,160.02222945359557,9.5,/home/aojwang/data/MergeDataset/cropped_images/981MashedArrowRoot/arrowroots_0.jpg
114Pawpawhalfcup.jpg,pawpaw,1712907,1.3827493261455526,125.19338839372676,0.423809,/home/aojwang/data/MergeDataset/cropped_images/114Pawpawhalfcup/pawpaw_0.jpg
143AppleMango.jpg,mango,2450147,0.9417234965902046,132.68867799904794,2.05,/home/aojwang/data/MergeDataset/cropped_images/143AppleMango/mango_0.jpg
143AppleMango.jpg,apple,2811240,1.0401459854014599,156.95640903421028,0.75,/home/aojwang/data/MergeDataset/cropped_images/143AppleMango/apple_1.jpg
2Passion.jpg,passion,435599,1.0030349013657056,107.33141184131888,3.0,/home/aojwang/data/MergeDataset/cropped_images/2Passion/passion_0.jpg
2MangoGrapeApple.jpg,mango grape apple,2240562,1.4045922406967537,161.0507191201731,63.0,/home/aojwang/data/MergeDataset/cropped_images/2MangoGrapeApple/mango grape apple_0.jpg
411BananaCucumber.jpg,cucumber,1205400,1.2449186991869918,134.40869697472485,0.3,/home/aojwang/data/MergeDataset/cropped_images/411BananaCucumber/cucumber_0.jpg
120Watermelonhalfcup.jpg,water melon,1647030,1.9043010752688172,120.63530820122685,0.66,/home/aojwang/data/MergeDataset/cropped_images/120Watermelonhalfcup/water melon_0.jpg
551Pigeonpea.jpg,mbaazi,7028756,1.325227963525836,150.78526721750856,14.25,/home/aojwang/data/MergeDataset/cropped_images/551Pigeonpea/mbaazi_0.jpg
1360YellowMaizeboiled.JPG,boiled yellow maize,6482270,1.2884529647793135,129.90346699535812,15.8125,/home/aojwang/data/MergeDataset/cropped_images/1360YellowMaizeboiled/boiled yellow maize_0.jpg
1622WholeFishWhiteUgalihalfCup.JPG,white ugali,914880,1.0073452256033577,181.91966013757724,5.83,/home/aojwang/data/MergeDataset/cropped_images/1622WholeFishWhiteUgalihalfCup/white ugali_0.jpg
1699BeefSausageChipsKachumbarihalfCup.JPG,kachumbari,1356934,1.2569778633301252,103.69449877444298,1.43,/home/aojwang/data/MergeDataset/cropped_images/1699BeefSausageChipsKachumbarihalfCup/kachumbari_0.jpg
1699BeefSausageChipsKachumbarihalfCup.JPG,potato chips,1913830,1.287940935192781,154.1518778226558,7.2,/home/aojwang/data/MergeDataset/cropped_images/1699BeefSausageChipsKachumbarihalfCup/potato chips_1.jpg
2ButternutChicken.jpg,butternut,1151595,1.7337423312883435,140.05145935275277,22.0,/home/aojwang/data/MergeDataset/cropped_images/2ButternutChicken/butternut_0.jpg
2ButternutChicken.jpg,chicken,498080,1.5547703180212014,127.84101884570083,0.0,/home/aojwang/data/MergeDataset/cropped_images/2ButternutChicken/chicken_1.jpg
89Grapes.jpg,red grapes,9792502,1.544479745830024,119.62228549966086,2.950245,/home/aojwang/data/MergeDataset/cropped_images/89Grapes/red grapes_0.jpg
83Grapes.jpg,red grapes,4660292,1.9804432855280314,131.7758784928784,2.006167,/home/aojwang/data/MergeDataset/cropped_images/83Grapes/red grapes_0.jpg
